# F277W  source: SVO FPS id=JWST/NIRCam.F277W
# wavelength[AA] transmission
32570.200 8.992610e-04
32582.200 8.505090e-04
32594.200 8.041600e-04
32606.200 7.599410e-04
32618.200 7.175380e-04
32630.200 6.779190e-04
32642.300 6.392060e-04
32654.300 6.024480e-04
32666.300 5.674290e-04
32678.300 5.343110e-04
32690.300 5.032190e-04
32702.300 4.731410e-04
32714.300 4.449070e-04
32726.300 4.179620e-04
32738.300 3.923280e-04
32750.300 3.689310e-04
32762.400 3.462960e-04
32774.400 3.257520e-04
32786.400 3.064000e-04
32798.400 2.876300e-04
32810.400 2.706380e-04
32822.400 2.541470e-04
32834.400 2.390710e-04
32846.400 2.245880e-04
32858.400 2.110240e-04
32870.400 1.990360e-04
32882.400 1.871510e-04
32894.500 1.767350e-04
32906.500 1.667760e-04
32918.500 1.573790e-04
32930.500 1.491190e-04
32942.500 1.408590e-04
32954.500 1.334750e-04
32966.500 1.261580e-04
32978.500 1.192070e-04
32990.500 1.131070e-04
33002.500 1.067880e-04
33014.600 1.010780e-04
